央视频道,#genre#
CCTV15,http://bk.myds.me:8899/rtp/239.254.96.13:8052
CCTV15,http://bk.myds.me:8899/rtp/239.69.1.155:10566
CCTV15,http://hiliu.myds.me:18088/rtp/239.254.96.13:8052
CCTV15,http://hiliu.myds.me:18088/rtp/239.69.1.155:10566
CCTV15,http://laopo995mz.gicp.net:88/rtp/239.254.96.13:8052
CCTV15,http://laopo995mz.gicp.net:88/rtp/239.69.1.155:10566
CCTV16,http://bk.myds.me:8899/rtp/239.69.1.247:11124
CCTV16,http://hiliu.myds.me:18088/rtp/239.69.1.247:11124
CCTV16,http://laopo995mz.gicp.net:88/rtp/239.69.1.247:11124
CCTV17,http://bk.myds.me:8899/rtp/239.69.1.152:10548
CCTV17,http://bk.myds.me:8899/rtp/239.69.1.153:10554
CCTV17,http://hiliu.myds.me:18088/rtp/239.69.1.152:10548
CCTV17,http://hiliu.myds.me:18088/rtp/239.69.1.153:10554
CCTV17,http://laopo995mz.gicp.net:88/rtp/239.69.1.152:10548
CCTV17,http://laopo995mz.gicp.net:88/rtp/239.69.1.153:10554
CCTV风云音乐,http://bk.myds.me:8899/rtp/239.69.1.90:10180
CCTV风云音乐,http://hiliu.myds.me:18088/rtp/239.69.1.90:10180
CCTV风云音乐,http://laopo995mz.gicp.net:88/rtp/239.69.1.90:10180
CCTV世界地理,http://bk.myds.me:8899/rtp/239.69.1.91:10186
CCTV世界地理,http://hiliu.myds.me:18088/rtp/239.69.1.91:10186
CCTV世界地理,http://laopo995mz.gicp.net:88/rtp/239.69.1.91:10186
CCTV第一剧场,http://bk.myds.me:8899/rtp/239.69.1.74:10084
CCTV第一剧场,http://hiliu.myds.me:18088/rtp/239.69.1.74:10084
CCTV第一剧场,http://laopo995mz.gicp.net:88/rtp/239.69.1.74:10084
CCTV兵器科技,http://bk.myds.me:8899/rtp/239.69.1.79:10114
CCTV兵器科技,http://hiliu.myds.me:18088/rtp/239.69.1.79:10114
CCTV兵器科技,http://laopo995mz.gicp.net:88/rtp/239.69.1.79:10114
CCTV风云足球,http://bk.myds.me:8899/rtp/239.69.1.81:10126
CCTV风云足球,http://hiliu.myds.me:18088/rtp/239.69.1.81:10126
CCTV风云足球,http://laopo995mz.gicp.net:88/rtp/239.69.1.81:10126
CCTV高网频道,http://bk.myds.me:8899/rtp/239.69.1.83:10138
CCTV高网频道,http://hiliu.myds.me:18088/rtp/239.69.1.83:10138
CCTV高网频道,http://laopo995mz.gicp.net:88/rtp/239.69.1.83:10138
